credit_pull_event_id,applicant_id,product_code,event_date,dti_ratio,credit_score,credit_score_tier_change,pull_status,bureau_name,failure_code,provider_request_id,risk_status
EV-62261,AP-10376,REV-02,5/4/2026 18:17,9.23,457,Upgraded,FAILED,TRANSUNION,,JGX-49436,Very High Risk
EV-85392,AP-10377,MNT-01,4/21/2026 7:40,18.95,519,Upgraded,FAILED,EXPERIAN,PROVIDER ERROR,AST-33093,Very High Risk
EV-69683,AP-10378,MNT-01,4/1/2025 22:30,4.6,696,No_Change,PENDING,EXPERIAN,,XGT-26143,Moderate Risk
EV-95834,AP-10379,REV-02,4/13/2025 13:33,31.57,333,Downgraded,SUCCESS,EQUIFAX,,JOG-99847,Very High Risk
EV-42559,AP-10380,MNT-01,4/4/2025 1:34,29.53,847,Upgraded,PENDING,EXPERIAN,PROVIDER ERROR,KXO-50117,Low Risk
EV-02344,AP-10381,MNT-01,2/9/2025 22:56,22.52,616,No_Change,SUCCESS,EQUIFAX,,TVL-63402,High Risk
EV-08189,AP-10382,MNT-01,4/23/2026 12:47,16.79,334,Upgraded,FAILED,TRANSUNION,PROVIDER ERROR,NFR-12902,Very High Risk
EV-37233,AP-10383,REV-02,10/28/2025 12:59,25.71,330,No_Change,FAILED,TRANSUNION,TIMEOUT,TPG-41332,Very High Risk
EV-95853,AP-10384,MNT-01,4/6/2025 2:52,17.31,454,Not_Applicable,PENDING,EQUIFAX,TIMEOUT,LEL-60495,Very High Risk
EV-22237,AP-10385,REV-02,9/16/2025 22:02,33.2,407,Not_Applicable,PENDING,TRANSUNION,,NJU-72827,Very High Risk
EV-97501,AP-10386,MNT-01,11/19/2025 18:37,42.62,659,No_Change,SUCCESS,TRANSUNION,,POA-15547,High Risk
EV-59615,AP-10387,REV-02,2/27/2026 16:46,23.78,662,Upgraded,SUCCESS,EQUIFAX,,ILO-62281,High Risk
EV-43926,AP-10388,MNT-01,4/20/2025 5:18,5.55,335,Upgraded,FAILED,EQUIFAX,RATE_LIMITED,PDL-42578,Very High Risk
EV-07001,AP-10389,MNT-01,3/5/2025 17:57,44.81,715,Not_Applicable,SUCCESS,TRANSUNION,,CZX-73089,Moderate Risk
EV-73301,AP-10390,REV-02,5/19/2026 15:31,3.93,649,Upgraded,SUCCESS,EQUIFAX,,JUY-96707,High Risk
EV-35042,AP-10391,MNT-01,3/19/2025 23:09,10.08,834,Upgraded,FAILED,EQUIFAX,RATE_LIMITED,VDR-52405,Low Risk
EV-34430,AP-10392,MNT-01,11/30/2025 19:58,47.37,543,No_Change,SUCCESS,TRANSUNION,,EYM-15281,Very High Risk
EV-43299,AP-10393,REV-02,1/10/2025 5:18,12.31,822,No_Change,SUCCESS,EQUIFAX,,YPH-16205,Low Risk
EV-22139,AP-10394,REV-02,2/16/2026 17:53,24.83,371,Downgraded,FAILED,TRANSUNION,TIMEOUT,DYC-28302,Very High Risk
EV-59147,AP-10395,REV-02,5/11/2026 11:09,32.66,817,No_Change,SUCCESS,EQUIFAX,,BXI-04076,Low Risk
EV-80908,AP-10396,REV-02,2/26/2025 18:44,19.63,693,Upgraded,SUCCESS,TRANSUNION,,VIU-23383,Moderate Risk
EV-49147,AP-10397,REV-02,6/20/2026 3:55,20.3,709,Not_Applicable,FAILED,TRANSUNION,TIMEOUT,VVH-80390,Moderate Risk
EV-72249,AP-10398,REV-02,3/26/2026 10:37,14.12,700,Downgraded,SUCCESS,EXPERIAN,,NQQ-46771,Moderate Risk
EV-08714,AP-10399,MNT-01,1/23/2026 14:13,28.62,807,Not_Applicable,PENDING,EXPERIAN,INVALID_REQUEST,SJE-02272,Low Risk
EV-34852,AP-10400,REV-02,6/28/2025 14:54,9.37,598,Not_Applicable,FAILED,TRANSUNION,INVALID_REQUEST,NFC-28686,High Risk
EV-88782,AP-10401,MNT-01,3/5/2025 22:02,44.93,322,No_Change,FAILED,TRANSUNION,,JJD-05223,Very High Risk
EV-28004,AP-10402,REV-02,10/5/2025 23:38,44.48,487,Not_Applicable,PENDING,TRANSUNION,,EKM-87952,Very High Risk
EV-79132,AP-10403,REV-02,12/3/2025 1:39,3.64,458,No_Change,SUCCESS,TRANSUNION,,OGP-93249,Very High Risk
EV-22506,AP-10404,REV-02,5/13/2025 19:25,49.95,474,Upgraded,FAILED,EQUIFAX,RATE_LIMITED,WKG-58917,Very High Risk
EV-57336,AP-10405,REV-02,2/2/2026 20:54,4.24,803,Not_Applicable,PENDING,TRANSUNION,PROVIDER ERROR,GOW-34395,Low Risk
EV-50201,AP-10406,MNT-01,4/24/2025 13:14,33.23,788,Upgraded,FAILED,EQUIFAX,,TFY-57825,Low Risk
EV-00069,AP-10407,MNT-01,8/26/2025 16:03,32.81,379,No_Change,PENDING,EXPERIAN,INVALID_REQUEST,GMG-08371,Very High Risk
EV-54838,AP-10408,MNT-01,2/2/2025 8:01,4.7,323,Upgraded,FAILED,EXPERIAN,RATE_LIMITED,GCS-40871,Very High Risk
EV-50484,AP-10409,MNT-01,7/4/2025 6:45,41.71,578,Downgraded,FAILED,EQUIFAX,,NDQ-73764,Very High Risk
EV-60139,AP-10410,REV-02,4/8/2025 20:32,0.79,842,No_Change,FAILED,TRANSUNION,,WVD-08427,Low Risk
EV-93104,AP-10411,REV-02,2/1/2026 0:44,22.56,742,Upgraded,FAILED,EQUIFAX,TIMEOUT,QUB-63575,Moderate Risk
EV-10959,AP-10412,REV-02,5/12/2025 6:27,8.99,301,Downgraded,SUCCESS,EQUIFAX,,ZUX-83525,Very High Risk
EV-10861,AP-10413,REV-02,3/31/2026 19:37,33.16,455,Downgraded,SUCCESS,EQUIFAX,,TGG-28845,Very High Risk
EV-53115,AP-10414,MNT-01,12/22/2025 12:29,26.44,432,Upgraded,FAILED,EQUIFAX,INVALID_REQUEST,BUU-45106,Very High Risk
EV-87849,AP-10415,REV-02,7/23/2026 20:02,25.91,301,Downgraded,FAILED,TRANSUNION,INVALID_REQUEST,NRN-07859,Very High Risk
EV-33082,AP-10416,REV-02,8/3/2026 0:35,12.31,771,Upgraded,SUCCESS,EQUIFAX,,FCS-22047,Low Risk
EV-47937,AP-10417,REV-02,7/21/2026 9:09,40.04,570,Upgraded,FAILED,EQUIFAX,INVALID_REQUEST,PAW-21712,Very High Risk
EV-06569,AP-10418,MNT-01,2/21/2026 17:17,49.67,701,Upgraded,FAILED,EQUIFAX,INVALID_REQUEST,GPP-86687,Moderate Risk
EV-64668,AP-10419,MNT-01,2/13/2026 21:24,5.83,350,Upgraded,FAILED,EQUIFAX,INVALID_REQUEST,PWD-27177,Very High Risk
EV-59483,AP-10420,REV-02,11/3/2025 4:25,39.32,472,Upgraded,PENDING,EXPERIAN,INVALID_REQUEST,ZAP-66337,Very High Risk
EV-69657,AP-10421,MNT-01,3/14/2026 7:57,23.46,749,Upgraded,FAILED,TRANSUNION,RATE_LIMITED,VAA-51467,Moderate Risk
EV-82322,AP-10422,REV-02,7/17/2025 3:06,20.14,405,Upgraded,PENDING,EXPERIAN,RATE_LIMITED,DSF-88178,Very High Risk
EV-24905,AP-10423,MNT-01,1/3/2025 12:00,33.37,826,Not_Applicable,PENDING,EQUIFAX,PROVIDER ERROR,CFF-95653,Low Risk
EV-90674,AP-10424,MNT-01,5/6/2026 3:24,27.87,549,Downgraded,FAILED,EQUIFAX,INVALID_REQUEST,HNZ-96537,Very High Risk
EV-42551,AP-10425,MNT-01,6/27/2026 18:17,10.63,505,Upgraded,FAILED,EXPERIAN,INVALID_REQUEST,UKU-16075,Very High Risk
EV-72468,AP-10426,MNT-01,8/30/2026 10:28,8.72,562,Not_Applicable,PENDING,EXPERIAN,TIMEOUT,ICH-26198,Very High Risk
EV-71192,AP-10427,REV-02,5/6/2026 9:40,36.76,570,Upgraded,SUCCESS,EQUIFAX,,JTT-40877,Very High Risk
EV-76561,AP-10428,REV-02,3/15/2026 21:03,11.31,486,Not_Applicable,PENDING,EQUIFAX,,XUF-91553,Very High Risk
EV-47095,AP-10429,REV-02,4/24/2026 9:58,37.67,792,Not_Applicable,FAILED,EQUIFAX,TIMEOUT,PNP-66405,Low Risk
EV-00439,AP-10430,REV-02,7/17/2026 21:11,17.21,628,Upgraded,SUCCESS,EQUIFAX,,UZF-94275,High Risk
EV-45338,AP-10431,REV-02,5/18/2025 20:20,45.63,795,Upgraded,FAILED,TRANSUNION,RATE_LIMITED,CWC-18437,Low Risk
EV-29890,AP-10432,MNT-01,7/9/2025 4:13,45.21,779,Upgraded,FAILED,TRANSUNION,TIMEOUT,NYV-27176,Low Risk
EV-56360,AP-10433,REV-02,8/19/2026 20:56,2.34,328,Upgraded,SUCCESS,TRANSUNION,,ADE-84430,Very High Risk
EV-13671,AP-10434,REV-02,2/12/2026 9:40,26.23,409,Downgraded,FAILED,TRANSUNION,TIMEOUT,OQK-72466,Very High Risk
EV-46905,AP-10435,MNT-01,7/11/2026 8:43,39.56,687,Not_Applicable,SUCCESS,TRANSUNION,,YPC-80225,Moderate Risk
EV-12170,AP-10436,MNT-01,1/21/2026 14:03,26.68,604,Not_Applicable,SUCCESS,TRANSUNION,,GGY-13778,High Risk
EV-51896,AP-10437,MNT-01,3/18/2026 1:09,30.98,589,No_Change,SUCCESS,TRANSUNION,,ZUX-65130,High Risk
EV-03735,AP-10438,MNT-01,7/15/2026 16:11,40.05,616,Upgraded,PENDING,EQUIFAX,TIMEOUT,EFS-47360,High Risk
EV-59856,AP-10439,REV-02,3/1/2026 22:53,7.2,480,Not_Applicable,SUCCESS,EXPERIAN,,ANT-25704,Very High Risk
EV-33487,AP-10440,REV-02,5/13/2025 22:21,30.01,578,Downgraded,SUCCESS,EQUIFAX,,KJA-80743,Very High Risk
EV-92163,AP-10441,MNT-01,6/21/2025 10:45,6.62,535,Downgraded,FAILED,EQUIFAX,INVALID_REQUEST,ZFS-57258,Very High Risk
EV-59576,AP-10442,REV-02,10/26/2025 23:22,42.37,551,No_Change,PENDING,EQUIFAX,,COJ-88954,Very High Risk
EV-99969,AP-10443,MNT-01,5/23/2026 20:16,45.69,329,Not_Applicable,FAILED,EQUIFAX,TIMEOUT,UTJ-67898,Very High Risk
EV-76765,AP-10444,MNT-01,2/16/2025 10:30,37.52,677,Downgraded,FAILED,EQUIFAX,PROVIDER ERROR,IDW-33549,Moderate Risk
EV-32087,AP-10445,MNT-01,3/26/2026 22:42,14.13,329,No_Change,PENDING,EQUIFAX,INVALID_REQUEST,GRU-34211,Very High Risk
EV-81884,AP-10446,MNT-01,1/28/2025 4:15,12.31,675,Downgraded,PENDING,EQUIFAX,,SGQ-21666,Moderate Risk
EV-03814,AP-10447,REV-02,11/11/2025 12:23,4.62,733,Not_Applicable,PENDING,EQUIFAX,RATE_LIMITED,BGJ-37173,Moderate Risk
EV-89104,AP-10448,REV-02,5/10/2025 15:00,34.78,802,Not_Applicable,PENDING,TRANSUNION,PROVIDER ERROR,PYB-38599,Low Risk
EV-06566,AP-10449,MNT-01,1/20/2026 20:41,40.47,808,Upgraded,PENDING,EQUIFAX,,EAU-85885,Low Risk
EV-06924,AP-10450,REV-02,7/4/2025 11:57,38.59,324,Upgraded,SUCCESS,EQUIFAX,,XGZ-91798,Very High Risk
EV-12685,AP-10451,MNT-01,1/3/2026 2:17,15.75,425,No_Change,SUCCESS,TRANSUNION,,UXL-19307,Very High Risk
EV-93505,AP-10452,REV-02,6/4/2025 19:36,46.58,681,Upgraded,SUCCESS,TRANSUNION,,VPI-73908,Moderate Risk
EV-03621,AP-10453,MNT-01,7/1/2025 1:43,29.39,570,Upgraded,SUCCESS,EXPERIAN,,RIT-21977,Very High Risk
EV-19903,AP-10454,REV-02,7/19/2025 2:56,21.65,328,Downgraded,PENDING,TRANSUNION,,IIW-28516,Very High Risk
EV-30148,AP-10455,REV-02,3/30/2025 20:32,29.6,492,Upgraded,PENDING,EXPERIAN,PROVIDER ERROR,YAQ-25759,Very High Risk
EV-03081,AP-10456,MNT-01,3/5/2026 17:45,35.58,640,Downgraded,FAILED,EXPERIAN,TIMEOUT,PYE-64782,High Risk
EV-69285,AP-10457,REV-02,9/6/2026 0:08,29.48,472,Downgraded,PENDING,TRANSUNION,TIMEOUT,CER-27728,Very High Risk
EV-63362,AP-10458,MNT-01,10/4/2025 10:55,10.34,474,Not_Applicable,SUCCESS,EXPERIAN,,RXC-20783,Very High Risk
EV-15811,AP-10459,REV-02,7/23/2025 5:32,49.59,686,Downgraded,SUCCESS,EQUIFAX,,SKC-91007,Moderate Risk
EV-22677,AP-10460,REV-02,6/21/2025 20:58,8.31,516,No_Change,SUCCESS,TRANSUNION,,YUB-94913,Very High Risk
EV-87844,AP-10461,MNT-01,9/22/2025 4:11,44.96,616,Not_Applicable,PENDING,EXPERIAN,,IVH-20922,High Risk
EV-04945,AP-10462,MNT-01,4/8/2026 20:08,42.17,638,Upgraded,FAILED,EQUIFAX,,DCA-59923,High Risk
EV-98719,AP-10463,REV-02,9/3/2025 10:01,39.32,404,Upgraded,FAILED,EXPERIAN,,LUX-60383,Very High Risk
EV-47009,AP-10464,REV-02,3/24/2025 2:06,42.14,472,Downgraded,PENDING,TRANSUNION,INVALID_REQUEST,DBJ-73305,Very High Risk
EV-00153,AP-10465,REV-02,4/8/2025 21:01,39.92,657,Upgraded,SUCCESS,EXPERIAN,,JDK-08148,High Risk
EV-09790,AP-10466,REV-02,5/23/2025 6:09,25.69,798,Downgraded,FAILED,TRANSUNION,,PWZ-54928,Low Risk
EV-11762,AP-10467,MNT-01,7/3/2026 10:42,43,732,No_Change,PENDING,TRANSUNION,PROVIDER ERROR,CLP-72171,Moderate Risk
EV-52030,AP-10468,REV-02,11/7/2025 4:09,22.03,712,Upgraded,SUCCESS,EXPERIAN,,OCF-50637,Moderate Risk
EV-12515,AP-10469,REV-02,11/1/2025 6:52,43.97,778,Not_Applicable,SUCCESS,EXPERIAN,,QEK-93135,Low Risk
EV-64951,AP-10470,REV-02,8/27/2026 11:21,35.59,648,Downgraded,SUCCESS,EQUIFAX,,XCO-52280,High Risk
EV-78549,AP-10471,REV-02,4/18/2025 19:15,45.89,787,No_Change,PENDING,TRANSUNION,PROVIDER ERROR,ZYI-39048,Low Risk
EV-02383,AP-10472,REV-02,11/24/2025 20:01,5.54,315,Upgraded,FAILED,TRANSUNION,TIMEOUT,VYG-19883,Very High Risk
EV-34078,AP-10473,REV-02,3/13/2025 19:31,39.58,735,No_Change,PENDING,EQUIFAX,INVALID_REQUEST,WRH-55407,Moderate Risk
EV-16770,AP-10474,REV-02,3/25/2026 2:59,10.8,542,No_Change,FAILED,EQUIFAX,INVALID_REQUEST,NZS-20532,Very High Risk
EV-06873,AP-10475,REV-02,2/1/2026 21:26,33.92,802,Downgraded,FAILED,EXPERIAN,,XHL-71475,Low Risk
EV-62603,AP-10476,REV-02,3/3/2026 17:42,29.44,475,Not_Applicable,SUCCESS,EQUIFAX,,JIH-80759,Very High Risk
EV-08373,AP-10477,REV-02,3/28/2025 10:12,36.29,789,Upgraded,FAILED,EQUIFAX,,FCF-28368,Low Risk
EV-86052,AP-10478,MNT-01,2/18/2026 18:11,35.56,826,Downgraded,FAILED,EQUIFAX,,BTJ-23933,Low Risk
EV-00744,AP-10479,REV-02,8/15/2026 17:04,3.84,736,Downgraded,SUCCESS,EXPERIAN,,XZM-26109,Moderate Risk
EV-66300,AP-10480,MNT-01,6/23/2025 3:45,11.85,679,No_Change,FAILED,EXPERIAN,INVALID_REQUEST,UNE-52318,Moderate Risk
EV-09207,AP-10481,MNT-01,8/31/2025 18:55,30.79,589,Upgraded,PENDING,TRANSUNION,RATE_LIMITED,JWX-70896,High Risk
EV-92450,AP-10482,MNT-01,2/25/2026 17:59,44.53,473,Not_Applicable,FAILED,EXPERIAN,RATE_LIMITED,PQU-15664,Very High Risk
EV-22381,AP-10483,REV-02,7/3/2026 3:28,22.49,707,No_Change,SUCCESS,EQUIFAX,,HYT-54532,Moderate Risk
EV-11126,AP-10484,MNT-01,8/27/2026 6:38,7.48,560,Upgraded,SUCCESS,TRANSUNION,,WAF-23276,Very High Risk
EV-35140,AP-10485,REV-02,8/15/2025 17:09,9.56,571,Not_Applicable,SUCCESS,EQUIFAX,,NLX-82039,Very High Risk
EV-45036,AP-10486,REV-02,4/27/2026 0:08,38.37,698,Not_Applicable,SUCCESS,EXPERIAN,,WFO-27664,Moderate Risk
EV-51375,AP-10487,MNT-01,3/22/2026 4:40,17.8,694,No_Change,SUCCESS,EQUIFAX,,GPI-89583,Moderate Risk
EV-61380,AP-10488,MNT-01,7/12/2025 13:58,38.08,753,Upgraded,FAILED,EXPERIAN,RATE_LIMITED,DST-58892,Low Risk
EV-61848,AP-10489,REV-02,9/6/2025 13:59,23.91,584,No_Change,PENDING,EXPERIAN,,FLW-72211,High Risk
EV-83056,AP-10490,REV-02,4/17/2026 4:11,37.12,622,Not_Applicable,PENDING,EQUIFAX,TIMEOUT,PFS-80794,High Risk
EV-59159,AP-10491,REV-02,10/27/2025 11:34,48.22,637,No_Change,SUCCESS,EXPERIAN,,XLW-66150,High Risk
EV-93951,AP-10492,REV-02,8/25/2025 3:10,24.15,687,Downgraded,SUCCESS,EQUIFAX,,PVR-34211,Moderate Risk
EV-19695,AP-10493,REV-02,2/8/2026 15:37,31.27,378,Not_Applicable,PENDING,TRANSUNION,RATE_LIMITED,JMR-52230,Very High Risk
EV-67223,AP-10494,MNT-01,4/3/2025 10:24,7.2,526,Downgraded,SUCCESS,TRANSUNION,,FLX-78304,Very High Risk
EV-73254,AP-10495,MNT-01,1/6/2025 23:40,26.56,675,Downgraded,FAILED,EQUIFAX,,FAJ-80329,Moderate Risk
EV-82745,AP-10496,REV-02,3/22/2025 6:36,42.55,472,Upgraded,PENDING,EQUIFAX,PROVIDER ERROR,IJZ-90093,Very High Risk
EV-74496,AP-10497,REV-02,1/26/2026 15:16,5.7,369,No_Change,PENDING,EQUIFAX,,KVI-65062,Very High Risk
EV-60873,AP-10498,MNT-01,6/10/2025 16:05,6.99,808,No_Change,SUCCESS,TRANSUNION,,NOC-24487,Low Risk
EV-28575,AP-10499,REV-02,5/8/2025 21:57,6.98,354,Not_Applicable,FAILED,EXPERIAN,RATE_LIMITED,FCL-66721,Very High Risk
EV-61604,AP-10500,REV-02,11/9/2025 14:18,2.05,508,Upgraded,SUCCESS,TRANSUNION,,GGV-26229,Very High Risk
EV-47586,AP-10501,MNT-01,7/4/2026 3:43,27.57,749,No_Change,PENDING,EXPERIAN,RATE_LIMITED,YTL-00694,Moderate Risk
EV-45980,AP-10502,MNT-01,5/31/2026 18:51,41.48,749,Not_Applicable,PENDING,TRANSUNION,TIMEOUT,DXW-41180,Moderate Risk
EV-44823,AP-10503,REV-02,8/9/2026 0:12,11.98,473,Upgraded,PENDING,TRANSUNION,PROVIDER ERROR,GES-87376,Very High Risk
EV-91741,AP-10504,REV-02,9/15/2025 12:15,40.84,849,No_Change,PENDING,EQUIFAX,RATE_LIMITED,AFT-23865,Low Risk
EV-10544,AP-10505,MNT-01,7/27/2025 0:29,10.63,409,No_Change,FAILED,EXPERIAN,TIMEOUT,SGR-71172,Very High Risk
EV-93211,AP-10506,MNT-01,9/17/2025 4:33,27.09,760,Upgraded,SUCCESS,TRANSUNION,,JNC-36954,Low Risk
EV-23403,AP-10507,MNT-01,5/29/2026 20:06,36.83,660,Not_Applicable,SUCCESS,TRANSUNION,,RND-01846,High Risk
EV-07389,AP-10508,MNT-01,6/23/2026 5:09,45.19,520,No_Change,SUCCESS,TRANSUNION,,ARJ-31737,Very High Risk
EV-77795,AP-10509,REV-02,3/20/2026 10:33,31.84,360,Upgraded,PENDING,EXPERIAN,,RBP-03652,Very High Risk
EV-78838,AP-10510,REV-02,3/8/2025 15:18,39.36,798,Not_Applicable,SUCCESS,EXPERIAN,,WOR-83633,Low Risk
EV-60278,AP-10511,MNT-01,7/4/2026 5:49,12.55,438,Not_Applicable,PENDING,TRANSUNION,,MBI-59019,Very High Risk
EV-03757,AP-10512,MNT-01,1/9/2025 3:23,10.02,361,Upgraded,SUCCESS,TRANSUNION,,VZP-54026,Very High Risk
EV-23103,AP-10513,REV-02,5/21/2026 13:53,12.77,318,No_Change,FAILED,EQUIFAX,TIMEOUT,YUU-47145,Very High Risk
EV-15544,AP-10514,MNT-01,6/19/2025 9:16,46.17,323,Not_Applicable,PENDING,TRANSUNION,PROVIDER ERROR,EFB-45637,Very High Risk
EV-94438,AP-10515,REV-02,5/1/2026 21:40,46.5,806,No_Change,PENDING,EQUIFAX,,JZQ-93787,Low Risk
EV-13868,AP-10516,REV-02,7/27/2025 20:42,9.56,706,Downgraded,PENDING,EXPERIAN,TIMEOUT,AER-18230,Moderate Risk
EV-17523,AP-10517,REV-02,7/9/2026 9:55,36.12,456,Not_Applicable,PENDING,EXPERIAN,RATE_LIMITED,CWU-10158,Very High Risk
EV-45002,AP-10518,REV-02,5/26/2026 18:49,8.35,579,No_Change,FAILED,EQUIFAX,,KBW-61879,Very High Risk
EV-43987,AP-10519,REV-02,6/18/2026 9:58,34.16,529,No_Change,FAILED,TRANSUNION,,RLG-66545,Very High Risk
EV-72919,AP-10520,REV-02,10/6/2025 12:44,14.66,696,Upgraded,SUCCESS,EXPERIAN,,BVG-60274,Moderate Risk
EV-11136,AP-10521,REV-02,2/22/2025 16:14,23.42,491,Downgraded,FAILED,EQUIFAX,TIMEOUT,IWA-01125,Very High Risk
EV-22822,AP-10522,MNT-01,11/5/2025 2:18,27.88,459,Upgraded,PENDING,EXPERIAN,,LOR-38912,Very High Risk
EV-60531,AP-10523,MNT-01,3/16/2025 10:56,19.36,814,No_Change,FAILED,TRANSUNION,,EYT-94670,Low Risk
EV-51721,AP-10524,MNT-01,3/1/2025 23:29,43.5,458,Not_Applicable,PENDING,TRANSUNION,TIMEOUT,PAE-06925,Very High Risk
EV-51831,AP-10525,MNT-01,4/18/2025 19:34,2.99,549,Upgraded,PENDING,TRANSUNION,TIMEOUT,KAU-01592,Very High Risk
EV-74607,AP-10526,MNT-01,8/30/2026 20:16,43.63,419,Downgraded,PENDING,EQUIFAX,RATE_LIMITED,QBG-35356,Very High Risk
EV-24135,AP-10527,MNT-01,2/10/2026 22:27,10.37,696,Upgraded,FAILED,EXPERIAN,TIMEOUT,NAK-61085,Moderate Risk
EV-57921,AP-10528,MNT-01,1/28/2025 2:33,33.33,329,Downgraded,FAILED,TRANSUNION,PROVIDER ERROR,ZOB-75595,Very High Risk
EV-42847,AP-10529,REV-02,9/5/2026 13:33,8.78,620,Upgraded,PENDING,EQUIFAX,PROVIDER ERROR,CKC-51625,High Risk
EV-83334,AP-10530,REV-02,6/24/2025 12:21,16.53,469,Upgraded,SUCCESS,EXPERIAN,,ERM-22929,Very High Risk
EV-49746,AP-10531,MNT-01,8/16/2025 20:16,48.99,773,Downgraded,SUCCESS,EQUIFAX,,ASK-91113,Low Risk
EV-83160,AP-10532,REV-02,6/24/2026 2:50,40.33,431,Downgraded,SUCCESS,TRANSUNION,,ZJM-91808,Very High Risk
EV-17118,AP-10533,MNT-01,3/12/2025 13:37,49.57,728,Upgraded,SUCCESS,EXPERIAN,,UFF-02588,Moderate Risk
EV-86329,AP-10534,MNT-01,7/18/2025 18:46,17.85,537,Upgraded,FAILED,TRANSUNION,INVALID_REQUEST,ZZE-64314,Very High Risk
EV-58608,AP-10535,REV-02,7/26/2025 6:26,49.22,666,Downgraded,FAILED,TRANSUNION,INVALID_REQUEST,NOA-09743,High Risk
EV-09777,AP-10536,REV-02,3/6/2025 9:04,38.06,664,Upgraded,FAILED,TRANSUNION,TIMEOUT,GZQ-20396,High Risk
EV-85172,AP-10537,MNT-01,3/2/2026 8:29,25.28,686,Upgraded,PENDING,EQUIFAX,INVALID_REQUEST,RUU-20316,Moderate Risk
EV-39536,AP-10538,MNT-01,5/31/2026 19:59,12.81,402,No_Change,SUCCESS,EQUIFAX,,YMI-12317,Very High Risk
EV-69141,AP-10539,MNT-01,7/3/2026 21:33,46.2,426,No_Change,SUCCESS,TRANSUNION,,MSR-97771,Very High Risk
EV-29041,AP-10540,MNT-01,9/11/2025 9:45,9.18,567,Upgraded,SUCCESS,EQUIFAX,,KZQ-70248,Very High Risk
EV-29039,AP-10541,MNT-01,4/28/2026 18:31,4.35,370,Not_Applicable,PENDING,EXPERIAN,INVALID_REQUEST,DNN-63678,Very High Risk
EV-30310,AP-10542,REV-02,7/9/2026 22:16,20.95,339,Upgraded,SUCCESS,TRANSUNION,,SOA-35129,Very High Risk
EV-06812,AP-10543,MNT-01,1/7/2025 9:01,44.23,427,Upgraded,SUCCESS,EXPERIAN,,NSX-87424,Very High Risk
EV-07576,AP-10544,REV-02,1/19/2026 5:27,40.29,468,Not_Applicable,PENDING,TRANSUNION,RATE_LIMITED,GHC-92719,Very High Risk
EV-68269,AP-10545,MNT-01,8/31/2025 11:45,42.65,553,No_Change,SUCCESS,EQUIFAX,,AZW-71046,Very High Risk
EV-42905,AP-10546,MNT-01,9/24/2025 16:51,8.65,661,Upgraded,FAILED,TRANSUNION,PROVIDER ERROR,UVX-14949,High Risk
EV-27632,AP-10547,MNT-01,11/26/2025 9:56,5.26,599,Downgraded,SUCCESS,EQUIFAX,,UFU-20555,High Risk
EV-09196,AP-10548,REV-02,7/9/2026 7:55,4.32,605,Upgraded,FAILED,TRANSUNION,,QWL-84738,High Risk
EV-68643,AP-10549,REV-02,3/12/2026 8:42,22.68,345,No_Change,PENDING,EQUIFAX,TIMEOUT,NAS-53942,Very High Risk
EV-02449,AP-10550,MNT-01,11/20/2025 1:36,24.41,364,Not_Applicable,PENDING,EXPERIAN,TIMEOUT,QHN-24591,Very High Risk
EV-16266,AP-10551,REV-02,12/16/2025 3:12,21.72,715,Not_Applicable,FAILED,EXPERIAN,INVALID_REQUEST,VJD-40051,Moderate Risk
EV-35441,AP-10552,REV-02,5/23/2026 2:56,27.49,794,No_Change,PENDING,EQUIFAX,TIMEOUT,NPL-47358,Low Risk
EV-06154,AP-10553,REV-02,6/6/2025 16:00,13.51,559,Upgraded,PENDING,EXPERIAN,,TNK-24975,Very High Risk
EV-82190,AP-10554,MNT-01,1/22/2026 4:00,10.3,556,Not_Applicable,SUCCESS,TRANSUNION,,TJH-37112,Very High Risk
EV-42217,AP-10555,MNT-01,10/19/2025 5:35,44.32,547,Downgraded,FAILED,TRANSUNION,,ZRA-41754,Very High Risk
EV-87258,AP-10556,REV-02,12/29/2025 12:21,25.14,463,Not_Applicable,PENDING,EXPERIAN,INVALID_REQUEST,FIY-63456,Very High Risk
EV-35873,AP-10557,MNT-01,2/7/2026 14:59,2.39,790,No_Change,FAILED,EQUIFAX,TIMEOUT,MEO-92979,Low Risk
EV-39261,AP-10558,REV-02,3/23/2025 9:36,23.57,448,Downgraded,FAILED,EQUIFAX,,WLX-25872,Very High Risk
EV-73180,AP-10559,MNT-01,9/7/2025 6:43,18.59,566,Not_Applicable,SUCCESS,EXPERIAN,,NEE-39176,Very High Risk
EV-52070,AP-10560,REV-02,8/31/2026 2:40,15.76,532,Downgraded,PENDING,EQUIFAX,PROVIDER ERROR,NDY-16240,Very High Risk
EV-90966,AP-10561,REV-02,10/1/2025 5:08,31.19,656,Upgraded,PENDING,TRANSUNION,TIMEOUT,LZL-37576,High Risk
EV-71230,AP-10562,MNT-01,3/20/2026 6:55,34.69,600,Upgraded,PENDING,EQUIFAX,,OIM-37051,High Risk
EV-05790,AP-10563,MNT-01,12/18/2025 9:24,49.27,544,Downgraded,FAILED,EXPERIAN,RATE_LIMITED,VOO-54446,Very High Risk
EV-09583,AP-10564,REV-02,7/2/2026 23:16,32.49,726,No_Change,PENDING,EXPERIAN,TIMEOUT,WUA-18611,Moderate Risk
