applicant_id,income,employment_duration,credit_score,credit_risk_tier,region,birth_date,employment_status,housing_status,residential_status,state,application_date
AP-10543,499,88,444,Good,West,4/8/1984,retired,employed,other,NC,7/9/2026 4:59
AP-10544,215,298,446,Excellent,Midwest,12/29/1954,employed,retired,own,NC,3/9/2025 20:42
AP-10545,140,210,442,Good,Midwest,1/19/1949,employed,self-employed,rent,NC,1/25/2025 8:55
AP-10546,936,288,440,Excellent,Southeast,1/30/1951,employed,self-employed,rent,NC,10/6/2025 17:58
AP-10547,828,51,611,Excellent,Northeast,6/8/1999,employed,retired,rent,NC,2/12/2026 3:11
AP-10548,449,72,494,Fair,Southwest,2/10/2003,self-employed,employed,own,NC,3/16/2025 14:57
AP-10549,916,258,316,Good,Midwest,12/27/1951,employed,employed,rent,NC,2/7/2025 15:23
AP-10550,398,184,429,Fair,Southwest,3/17/1982,employed,self-employed,own,NC,8/12/2025 23:00
AP-10551,647,205,711,Excellent,Midwest,5/23/2000,employed,self-employed,other,NC,8/16/2025 20:15
AP-10552,166,172,684,Good,Northeast,11/5/1972,retired,retired,rent,NC,5/6/2026 23:53
AP-10553,274,235,302,Fair,Southwest,12/26/1976,self-employed,self-employed,other,NC,6/16/2025 19:41
AP-10554,448,194,753,Fair,Southeast,10/13/1963,retired,retired,own,NC,8/17/2025 20:47
AP-10555,747,281,764,Subprime,Southeast,12/13/1989,retired,retired,own,NC,4/13/2025 6:02
AP-10556,598,123,692,Subprime,Midwest,12/22/2000,employed,retired,rent,NC,6/2/2026 3:47
AP-10557,615,111,643,Excellent,Southwest,9/7/1946,self-employed,self-employed,own,NC,1/24/2025 14:50
AP-10558,102,141,390,Excellent,Southeast,5/27/1992,retired,self-employed,other,NC,3/29/2025 13:10
AP-10559,449,149,598,Good,Southeast,5/2/2007,employed,employed,rent,NC,2/2/2026 18:58
AP-10560,782,50,482,Good,Southwest,7/14/1983,employed,self-employed,own,NC,6/17/2025 15:36
AP-10561,448,296,654,Good,Southeast,2/13/1954,retired,employed,rent,NC,6/20/2025 4:54
AP-10562,508,212,760,Excellent,Southwest,8/25/1988,self-employed,employed,other,NC,9/17/2025 0:17
AP-10563,274,292,634,Subprime,Southeast,6/6/1998,self-employed,employed,rent,NC,1/26/2025 13:46
AP-10564,204,225,622,Excellent,West,10/22/1955,employed,self-employed,own,NC,7/7/2026 10:59
AP-10565,486,27,841,Good,Southeast,3/14/1961,retired,self-employed,rent,NC,4/20/2026 7:59
AP-10566,672,281,364,Fair,Northeast,1/4/1994,employed,employed,own,NC,4/8/2025 11:54
AP-10567,440,247,628,Subprime,Northeast,10/6/1997,retired,employed,rent,NC,5/4/2025 4:23
AP-10568,500,283,313,Subprime,Northeast,1/9/1956,retired,employed,other,NC,9/15/2025 13:09
AP-10569,98,271,757,Subprime,Southwest,12/27/1949,retired,retired,own,NC,5/25/2025 14:20
AP-10570,549,266,523,Subprime,Southwest,2/19/1967,retired,retired,own,NC,12/27/2025 15:03
AP-10571,550,282,535,Fair,Southeast,5/25/1960,retired,employed,own,NC,1/18/2026 8:18
AP-10572,991,276,787,Good,Southeast,9/21/1956,retired,self-employed,rent,NC,3/26/2026 13:52
AP-10573,580,321,677,Excellent,Midwest,8/23/1965,self-employed,self-employed,own,NC,6/3/2026 18:00
AP-10574,108,188,575,Good,Southwest,2/13/1964,employed,retired,other,NC,4/9/2026 17:59
AP-10575,281,176,790,Fair,Northeast,9/23/1997,retired,employed,own,NC,4/15/2025 18:25
AP-10576,980,332,607,Fair,Midwest,6/15/2006,retired,employed,other,NC,1/16/2025 7:04
AP-10577,511,137,508,Subprime,Northeast,6/10/1966,self-employed,employed,own,NC,8/10/2025 8:28
AP-10578,697,168,748,Fair,Midwest,10/17/1946,retired,retired,own,NC,3/3/2025 22:27
AP-10579,635,127,721,Excellent,Northeast,7/4/1975,self-employed,self-employed,own,NC,9/9/2025 20:21
AP-10580,451,127,580,Fair,Southwest,1/17/1974,retired,employed,rent,NC,5/26/2025 18:34
AP-10581,994,87,744,Subprime,Midwest,7/12/1976,employed,retired,rent,NC,7/30/2026 23:56
AP-10582,851,320,536,Good,Southwest,11/1/1982,employed,retired,other,NC,12/8/2025 11:40
AP-10583,872,295,332,Subprime,West,2/10/1960,employed,employed,other,NC,5/4/2025 0:07
AP-10584,676,60,308,Subprime,Northeast,12/30/1947,self-employed,employed,own,NC,10/23/2025 21:03
AP-10585,95,300,569,Fair,Southwest,5/17/1985,employed,self-employed,own,NC,5/4/2026 4:41
AP-10586,243,49,685,Subprime,Southeast,9/21/1956,retired,self-employed,own,NC,6/30/2026 12:22
AP-10587,313,109,500,Good,Southeast,6/17/2003,self-employed,self-employed,rent,NC,11/18/2025 23:11
AP-10588,791,11,471,Fair,Northeast,11/7/1981,employed,retired,rent,NC,2/26/2025 13:17
AP-10589,505,83,608,Subprime,Southeast,8/29/1963,self-employed,retired,rent,NC,8/6/2025 1:23
AP-10590,444,95,484,Excellent,Midwest,8/11/1960,self-employed,retired,own,NC,12/31/2025 20:22
AP-10591,725,93,639,Subprime,Midwest,3/1/1988,self-employed,employed,rent,NC,12/22/2025 4:39
AP-10592,33,78,557,Good,Southeast,10/18/1949,self-employed,employed,other,NC,2/22/2026 4:52
AP-10593,761,82,428,Fair,Southeast,11/5/1955,self-employed,self-employed,own,NC,5/13/2026 8:10
AP-10594,756,200,378,Fair,Northeast,7/6/1979,retired,retired,own,NC,1/13/2025 4:00
AP-10595,873,266,448,Subprime,West,2/7/1962,retired,self-employed,rent,NC,5/30/2026 1:01
AP-10596,519,46,371,Good,Midwest,10/5/1951,employed,self-employed,rent,NC,12/30/2025 6:42
AP-10597,165,151,413,Excellent,Northeast,7/26/1963,employed,employed,rent,NC,2/17/2026 3:34
AP-10598,504,138,636,Excellent,Southeast,10/18/1994,self-employed,employed,own,NC,2/14/2025 16:17
AP-10599,574,140,838,Good,West,11/18/1984,self-employed,self-employed,rent,NC,12/10/2025 7:00
AP-10600,521,269,572,Excellent,Northeast,8/19/1988,retired,self-employed,rent,NC,1/19/2026 14:26
AP-10601,605,25,564,Excellent,Midwest,5/2/1996,retired,retired,other,NC,6/25/2026 5:49
AP-10602,933,139,819,Excellent,Northeast,3/30/1973,employed,self-employed,own,NC,2/24/2026 1:09
AP-10603,407,329,484,Excellent,Southwest,1/29/2003,retired,self-employed,own,NC,11/3/2025 17:52
AP-10604,84,217,546,Subprime,Southeast,10/16/1996,retired,self-employed,own,NC,7/1/2026 20:50
AP-10605,626,217,813,Excellent,West,1/12/1958,employed,self-employed,own,NC,7/30/2025 20:28
AP-10606,315,239,793,Good,Midwest,6/16/1956,retired,employed,own,NC,5/30/2025 23:05
AP-10607,681,49,582,Fair,Midwest,4/7/1963,retired,employed,other,NC,9/4/2025 3:18
AP-10608,382,229,661,Subprime,West,7/25/1997,self-employed,retired,rent,NC,3/6/2025 18:38
AP-10609,868,71,645,Fair,Midwest,9/26/1970,employed,employed,own,NC,9/11/2025 4:36
AP-10610,574,208,511,Good,Midwest,1/19/1968,employed,self-employed,rent,NC,1/5/2026 14:41
AP-10611,300,341,699,Excellent,Midwest,11/23/2003,self-employed,retired,own,NC,3/19/2026 22:37
AP-10612,560,89,794,Subprime,Midwest,7/15/1999,self-employed,retired,rent,NC,12/10/2025 7:29
AP-10613,498,171,694,Fair,West,3/31/1976,self-employed,retired,own,NC,7/26/2025 6:59
AP-10614,485,238,392,Good,Southwest,9/8/1965,employed,self-employed,other,NC,6/27/2025 5:39
AP-10615,200,217,843,Good,West,3/10/1978,retired,employed,other,NC,2/5/2025 22:00
AP-10616,545,48,396,Good,Southeast,5/20/1964,self-employed,retired,own,NC,1/18/2026 23:04
AP-10617,76,231,337,Fair,Southwest,9/20/1948,retired,employed,other,NC,2/7/2025 21:28
AP-10618,558,9,428,Fair,Midwest,4/17/2000,retired,self-employed,rent,NC,8/17/2025 16:30
AP-10619,185,208,629,Fair,West,1/22/1960,retired,self-employed,rent,NC,4/21/2026 5:20
AP-10620,562,156,362,Subprime,Southeast,3/4/1974,retired,employed,own,NC,5/19/2025 14:21
AP-10621,754,177,456,Fair,Northeast,10/3/1965,retired,retired,own,NC,2/8/2026 17:53
AP-10622,67,1,313,Good,West,1/5/1980,employed,employed,rent,NC,9/27/2025 17:39
AP-10623,646,51,431,Good,Northeast,7/6/1948,self-employed,self-employed,own,NC,12/25/2025 17:09
AP-10624,796,6,582,Excellent,Midwest,1/28/1955,retired,employed,rent,NC,10/7/2025 16:00
AP-10625,738,223,540,Subprime,Southwest,6/30/1976,retired,retired,other,NC,8/21/2025 0:54
AP-10626,473,46,600,Subprime,West,12/12/1953,self-employed,self-employed,own,NC,7/30/2025 19:18
AP-10627,287,158,627,Subprime,Southwest,10/2/1962,retired,retired,own,NC,8/18/2025 12:02
AP-10628,84,98,783,Good,Northeast,3/27/1963,employed,employed,other,NC,3/30/2025 11:01
AP-10629,216,354,474,Fair,Southwest,9/21/1959,retired,retired,own,NC,10/29/2025 12:10
AP-10630,434,297,608,Subprime,Southeast,12/22/2007,self-employed,employed,own,NC,1/9/2025 21:59
AP-10631,66,315,544,Excellent,Midwest,9/22/1990,self-employed,retired,own,NC,2/12/2026 0:20
AP-10632,29,103,428,Subprime,Northeast,3/22/1974,retired,employed,other,NC,10/29/2025 7:58
AP-10633,432,2,706,Good,Northeast,7/19/2000,employed,employed,rent,NC,7/13/2026 18:05
AP-10634,943,237,506,Subprime,Northeast,6/27/1948,self-employed,retired,own,NC,7/16/2026 0:23
AP-10635,721,144,388,Subprime,Northeast,6/3/2000,employed,employed,other,NC,9/24/2025 2:13
AP-10636,4,174,843,Subprime,Southwest,12/1/1978,employed,employed,own,NC,2/25/2026 16:13
AP-10637,609,9,327,Excellent,West,12/30/1950,retired,self-employed,other,NC,11/29/2025 14:45
AP-10638,803,249,358,Good,Northeast,9/8/1963,retired,retired,other,NC,9/15/2025 18:50
AP-10639,332,222,825,Fair,Midwest,3/23/2007,employed,self-employed,rent,NC,5/31/2025 12:35
AP-10640,791,105,354,Fair,West,6/9/1987,retired,self-employed,rent,NC,5/14/2026 23:38
AP-10641,404,310,436,Excellent,Southeast,2/3/1962,retired,employed,other,NC,3/7/2026 14:36
AP-10642,171,343,797,Fair,Southwest,9/5/1987,retired,retired,rent,NC,1/6/2025 4:34
AP-10643,60,354,849,Excellent,Southeast,1/21/1956,employed,retired,other,NC,5/13/2025 12:08
AP-10644,202,113,594,Fair,Northeast,6/12/1969,self-employed,retired,own,NC,1/7/2025 3:45
AP-10645,940,60,397,Excellent,Midwest,10/25/1954,retired,self-employed,own,NC,8/25/2025 2:57
AP-10646,264,348,578,Good,Northeast,1/19/1981,self-employed,retired,rent,NC,3/9/2025 12:01
AP-10647,623,4,626,Good,Southeast,5/3/1995,retired,retired,own,NC,10/27/2025 14:43
AP-10648,836,343,835,Excellent,Southeast,11/1/1960,self-employed,self-employed,own,NC,4/17/2026 17:50
AP-10649,593,225,367,Subprime,Northeast,7/14/2001,self-employed,self-employed,other,NC,4/26/2025 16:55
AP-10650,36,47,512,Good,West,1/27/1963,retired,self-employed,other,NC,10/11/2025 12:51
AP-10651,216,290,804,Excellent,Midwest,7/15/1980,retired,self-employed,own,NC,1/2/2026 14:14
AP-10652,535,226,518,Fair,Midwest,1/22/1997,retired,retired,other,NC,3/3/2026 10:36
AP-10653,486,90,595,Subprime,Southwest,2/21/2006,retired,self-employed,other,NC,2/21/2025 16:13
AP-10654,795,323,426,Fair,West,8/15/1957,employed,retired,other,NC,9/20/2025 7:36
AP-10655,613,237,761,Subprime,Southeast,8/16/1973,retired,self-employed,own,NC,4/18/2025 11:44
AP-10656,572,323,817,Subprime,Southwest,7/17/1950,self-employed,self-employed,own,NC,6/25/2026 2:50
AP-10657,467,159,733,Subprime,Southeast,11/22/1952,retired,self-employed,rent,NC,9/18/2025 18:34
AP-10658,240,212,312,Subprime,Southeast,4/18/1991,self-employed,employed,other,NC,6/18/2025 1:28
AP-10659,561,215,517,Subprime,Northeast,10/8/1965,retired,employed,rent,NC,2/20/2025 6:29
AP-10660,809,98,773,Fair,Northeast,6/26/2006,employed,retired,other,NC,3/28/2026 16:16
AP-10661,891,23,763,Subprime,Southeast,5/29/1984,retired,employed,rent,NC,8/12/2025 6:04
AP-10662,517,53,611,Excellent,West,10/27/1950,retired,retired,own,NC,2/23/2025 5:49
AP-10663,991,336,501,Subprime,West,4/14/1997,self-employed,retired,other,NC,4/23/2026 18:39
AP-10664,118,124,349,Excellent,Southeast,10/2/1971,retired,retired,other,NC,7/12/2026 14:55
AP-10665,733,34,374,Fair,Northeast,8/23/1990,employed,employed,rent,NC,1/26/2025 16:25
AP-10666,318,73,582,Excellent,West,7/10/1966,employed,employed,own,NC,9/14/2025 13:21
AP-10667,612,117,677,Excellent,Southwest,2/3/1982,employed,retired,rent,NC,4/23/2026 18:43
AP-10668,993,318,355,Good,Southeast,7/12/1986,retired,employed,own,NC,2/13/2025 2:12
AP-10669,519,226,407,Excellent,Midwest,5/14/1945,employed,self-employed,other,NC,2/27/2025 5:09
AP-10670,349,282,342,Excellent,Midwest,12/22/1970,self-employed,employed,rent,NC,2/16/2026 16:01
AP-10671,669,299,590,Excellent,Southeast,9/28/1956,employed,employed,rent,NC,12/3/2025 9:08
AP-10672,587,196,760,Good,Northeast,1/11/1958,self-employed,self-employed,rent,NC,9/15/2025 9:06
AP-10673,588,74,747,Excellent,Midwest,6/13/1955,self-employed,self-employed,own,NC,11/14/2025 20:44
AP-10674,289,227,678,Fair,Southwest,5/17/1958,retired,self-employed,other,NC,4/17/2026 11:27
AP-10675,748,253,366,Good,Southeast,8/6/1980,self-employed,employed,rent,NC,9/27/2025 15:02
AP-10676,273,40,462,Subprime,Southeast,2/8/1985,retired,self-employed,other,NC,4/3/2026 2:51
AP-10677,515,27,497,Excellent,Southeast,11/20/1956,self-employed,self-employed,other,NC,7/19/2025 16:03
AP-10678,400,92,837,Subprime,West,12/11/1970,self-employed,retired,own,NC,4/12/2026 9:39
AP-10679,867,75,389,Good,Midwest,12/4/1977,self-employed,self-employed,other,NC,1/7/2025 5:59
AP-10680,97,49,803,Good,Southwest,12/26/1998,retired,self-employed,other,NC,3/2/2025 7:52
AP-10681,848,274,731,Good,Southwest,9/18/1979,employed,employed,other,NC,11/23/2025 5:16
AP-10682,409,333,501,Good,West,11/25/2003,employed,retired,own,NC,8/8/2025 12:47
AP-10683,199,240,772,Subprime,Midwest,12/13/1963,retired,employed,own,NC,5/15/2026 0:53
AP-10684,708,309,596,Good,Midwest,7/19/1945,retired,employed,own,NC,2/28/2025 14:12
AP-10685,38,61,305,Good,West,5/8/1964,employed,retired,other,NC,7/24/2026 13:16
AP-10686,934,293,396,Excellent,Northeast,1/22/1947,employed,retired,other,NC,11/29/2025 16:41
AP-10687,222,301,807,Good,Southwest,1/4/1980,self-employed,self-employed,rent,NC,12/10/2025 1:48
AP-10688,923,176,519,Subprime,Midwest,7/31/1971,retired,retired,other,NC,9/1/2025 3:20
AP-10689,699,228,605,Fair,Southwest,10/30/1957,self-employed,retired,rent,NC,5/6/2025 6:18
AP-10690,201,167,846,Subprime,West,10/20/1982,employed,employed,rent,NC,8/19/2025 4:47
AP-10691,330,205,838,Fair,Southwest,3/4/1971,retired,retired,own,NC,3/11/2025 1:33
AP-10692,705,351,477,Fair,Southeast,12/8/1992,employed,self-employed,rent,NC,7/21/2025 17:22
AP-10693,816,242,607,Subprime,Southwest,6/10/1952,employed,self-employed,other,NC,6/4/2026 16:21
AP-10694,419,28,517,Fair,West,11/17/1992,employed,retired,own,NC,8/24/2025 13:55
AP-10695,512,241,745,Subprime,West,11/11/1983,employed,self-employed,own,NC,6/5/2026 5:25
AP-10696,702,142,631,Good,Midwest,12/16/1985,employed,retired,own,NC,3/31/2026 4:12
AP-10697,437,292,355,Excellent,Southeast,8/10/1959,employed,self-employed,other,NC,7/25/2025 7:19
AP-10698,538,249,842,Subprime,West,5/1/1999,self-employed,employed,other,NC,1/18/2026 19:01
AP-10699,324,176,418,Subprime,Southeast,7/10/1988,employed,self-employed,rent,NC,7/28/2025 18:12
AP-10700,112,268,676,Fair,Southwest,12/3/2004,employed,self-employed,own,NC,6/30/2025 9:58
AP-10701,298,260,450,Fair,Southwest,1/1/1963,retired,employed,other,NC,5/26/2025 20:36
AP-10702,479,38,830,Subprime,Midwest,4/28/1947,retired,employed,own,NC,6/12/2025 12:38
AP-10703,871,39,690,Fair,Southeast,9/15/1958,employed,self-employed,rent,NC,3/11/2025 18:02
AP-10704,355,166,365,Fair,Southwest,1/19/1965,self-employed,self-employed,rent,NC,1/19/2025 17:23
AP-10705,343,151,332,Good,West,2/21/1986,employed,retired,rent,NC,7/3/2026 2:43
AP-10706,493,276,319,Subprime,Northeast,4/15/1945,employed,self-employed,own,NC,2/23/2025 1:18
AP-10707,778,151,806,Good,Southeast,10/27/1954,retired,employed,own,NC,7/24/2026 21:09
AP-10708,274,15,645,Fair,Southeast,3/11/1980,employed,self-employed,rent,NC,1/5/2025 5:44
AP-10709,242,101,437,Subprime,Southwest,1/3/1987,self-employed,self-employed,own,NC,6/11/2026 1:53
AP-10710,303,99,467,Excellent,Midwest,9/8/2002,self-employed,self-employed,own,NC,7/3/2025 20:17
AP-10711,160,118,504,Subprime,Northeast,5/2/1948,self-employed,self-employed,own,NC,7/28/2025 19:10
AP-10712,388,323,793,Subprime,West,12/29/1999,retired,employed,rent,NC,1/21/2025 0:48
AP-10713,738,145,376,Fair,Southeast,3/21/2006,retired,retired,own,NC,2/7/2026 6:19
AP-10714,557,127,825,Excellent,Midwest,1/18/1998,self-employed,retired,other,NC,3/24/2025 13:00
AP-10715,561,7,849,Fair,Southeast,11/18/1985,self-employed,self-employed,own,NC,1/12/2025 21:16
AP-10716,834,32,649,Good,Midwest,3/22/1989,employed,self-employed,rent,NC,3/14/2026 1:26
AP-10717,977,319,598,Excellent,West,4/1/1960,self-employed,retired,other,NC,6/29/2025 16:15
AP-10718,621,220,587,Good,West,12/29/1992,self-employed,self-employed,other,NC,3/15/2025 14:27
AP-10719,871,330,312,Excellent,Midwest,4/18/1957,retired,employed,rent,NC,11/6/2025 15:51
AP-10720,533,123,378,Subprime,Southeast,7/21/1967,self-employed,self-employed,rent,NC,2/11/2026 23:30
AP-10721,821,191,798,Subprime,Southwest,8/21/1945,self-employed,employed,own,NC,4/29/2025 3:31
AP-10722,746,148,312,Subprime,Southwest,11/17/1959,employed,employed,own,NC,4/28/2026 6:14
AP-10723,108,220,809,Subprime,Midwest,1/22/1982,employed,retired,other,NC,4/10/2025 14:03
AP-10724,572,226,764,Fair,Midwest,3/17/1971,retired,employed,own,NC,12/18/2025 2:35
AP-10725,61,248,705,Subprime,West,8/29/1994,employed,retired,other,NC,6/3/2026 2:50
AP-10726,18,42,484,Subprime,West,3/14/1947,retired,retired,other,NC,4/5/2025 22:12
AP-10727,414,360,538,Excellent,Northeast,8/21/1949,employed,self-employed,other,NC,12/8/2025 10:39
AP-10728,78,67,824,Fair,Northeast,6/4/1960,employed,self-employed,other,NC,1/18/2025 17:52
AP-10729,645,293,504,Good,Midwest,8/21/1981,employed,retired,other,NC,7/3/2026 23:05
AP-10730,190,288,806,Good,Northeast,1/10/1966,retired,self-employed,rent,NC,4/29/2026 19:47
AP-10731,425,217,718,Excellent,Midwest,4/12/1986,retired,employed,rent,NC,3/28/2026 7:41
AP-10732,39,261,546,Good,Southwest,12/4/1995,self-employed,retired,rent,NC,6/29/2026 12:31
AP-10733,371,109,540,Good,Midwest,2/24/1998,retired,retired,own,NC,1/6/2025 6:30
AP-10734,944,114,476,Excellent,West,9/6/1987,retired,self-employed,own,NC,7/13/2025 6:54
AP-10735,678,114,377,Good,Midwest,10/11/1992,retired,employed,other,NC,11/4/2025 10:22
AP-10736,504,211,415,Good,Midwest,12/5/1962,retired,retired,rent,NC,6/10/2026 20:30
AP-10737,448,25,433,Fair,Southwest,12/7/1997,employed,retired,other,NC,10/8/2025 20:28
AP-10738,9,77,590,Excellent,Southwest,11/13/1988,self-employed,self-employed,own,NC,10/19/2025 11:11
AP-10739,256,49,440,Fair,Southeast,11/11/2004,self-employed,retired,own,NC,8/21/2025 11:40
AP-10740,911,144,846,Good,West,1/1/1982,self-employed,employed,other,NC,5/14/2025 8:37
AP-10741,443,9,300,Good,Northeast,3/16/1993,retired,retired,other,NC,8/31/2025 19:16
AP-10742,236,155,772,Excellent,West,9/13/1950,retired,retired,other,NC,5/14/2026 1:13
AP-10743,25,193,709,Excellent,Midwest,1/5/1992,retired,employed,own,NC,2/10/2026 8:42
AP-10744,50,50,573,Excellent,Southeast,4/8/1968,employed,self-employed,other,NC,8/24/2025 8:21
AP-10745,282,312,307,Fair,Southeast,1/10/2001,employed,retired,rent,NC,3/20/2026 23:45
AP-10746,18,88,650,Fair,West,9/9/1953,self-employed,self-employed,own,NC,2/6/2025 22:10
AP-10747,501,316,715,Excellent,Southeast,9/16/1980,retired,self-employed,other,NC,1/25/2026 8:33
AP-10748,373,32,579,Good,Northeast,4/12/1962,employed,self-employed,own,NC,4/2/2025 7:33
AP-10749,293,36,712,Good,West,8/21/1977,self-employed,self-employed,own,NC,9/12/2025 19:35
AP-10750,211,59,362,Good,West,4/18/2005,self-employed,retired,other,NC,3/25/2025 23:11
AP-10751,826,267,820,Good,Southwest,11/7/1952,retired,retired,own,NC,2/8/2025 13:47
AP-10752,814,44,427,Excellent,West,2/14/1990,self-employed,self-employed,own,NC,5/6/2025 15:14
AP-10753,225,118,559,Subprime,Southeast,1/28/1946,retired,employed,other,NC,2/8/2026 15:35
AP-10754,680,231,812,Fair,West,9/20/1996,employed,retired,other,NC,4/2/2026 23:20
AP-10755,502,34,771,Excellent,Midwest,4/12/1956,retired,employed,own,NC,7/4/2025 16:29
AP-10756,126,85,405,Subprime,Midwest,6/26/1995,self-employed,employed,rent,NC,12/18/2025 21:33
AP-10757,142,49,473,Fair,Southeast,12/10/1990,self-employed,self-employed,rent,NC,1/18/2026 11:51
AP-10758,367,284,681,Excellent,Midwest,5/25/1958,self-employed,self-employed,rent,NC,5/19/2025 11:48
AP-10759,635,184,676,Subprime,West,4/27/2006,self-employed,employed,own,NC,3/30/2026 9:17
AP-10760,155,275,690,Subprime,Southeast,4/9/1971,self-employed,employed,own,NC,5/7/2026 7:18
AP-10761,331,135,428,Fair,Southeast,8/11/1980,employed,employed,own,NC,3/9/2026 9:16
AP-10762,860,13,447,Fair,West,5/19/1990,retired,employed,own,NC,1/8/2026 11:31
AP-10763,64,257,727,Good,Northeast,10/24/1978,retired,retired,own,NC,11/9/2025 13:55
AP-10764,383,71,615,Excellent,Southwest,9/4/1982,retired,employed,rent,NC,4/5/2025 11:39
AP-10765,400,58,389,Excellent,West,8/20/2000,self-employed,employed,other,NC,11/28/2025 2:58
AP-10766,264,76,707,Subprime,Southeast,6/7/1954,retired,retired,other,NC,11/24/2025 8:17
AP-10767,989,243,799,Fair,Southeast,4/2/1981,self-employed,employed,rent,NC,1/27/2025 20:43
AP-10768,205,253,749,Excellent,Northeast,2/25/2000,retired,retired,rent,NC,2/1/2025 18:55
AP-10769,427,354,744,Subprime,West,3/16/1990,employed,self-employed,other,NC,4/15/2026 2:23
AP-10770,449,32,750,Subprime,Southeast,12/1/1982,retired,self-employed,rent,NC,6/26/2025 7:07
AP-10771,111,245,423,Excellent,Southeast,7/9/1991,retired,employed,rent,NC,7/8/2025 18:57
AP-10772,105,208,400,Excellent,Midwest,10/22/1995,retired,retired,own,NC,3/26/2025 8:00
AP-10773,924,41,310,Fair,Midwest,5/28/1987,employed,retired,rent,NC,4/24/2026 9:02
AP-10774,954,223,409,Excellent,Southwest,7/31/1989,self-employed,self-employed,own,NC,3/9/2025 9:28
AP-10775,195,18,716,Subprime,Northeast,7/15/1993,employed,employed,other,NC,7/15/2025 12:21
AP-10776,151,231,497,Subprime,Northeast,4/23/1951,retired,employed,own,NC,10/19/2025 3:54
AP-10777,688,275,366,Subprime,Midwest,1/8/1953,retired,self-employed,rent,NC,3/23/2025 15:58
AP-10778,638,12,697,Subprime,Northeast,11/23/2001,self-employed,self-employed,other,NC,8/25/2025 22:03
AP-10779,602,53,671,Subprime,Southeast,12/3/1960,employed,employed,own,NC,5/31/2025 11:31
AP-10780,295,108,377,Fair,Midwest,8/23/1978,employed,retired,rent,NC,2/7/2025 18:08
AP-10781,877,158,756,Good,Midwest,12/20/1953,retired,retired,own,NC,2/26/2025 21:53
AP-10782,124,264,508,Fair,Southwest,2/13/1971,retired,retired,rent,NC,5/5/2026 17:35
AP-10783,814,229,691,Subprime,Southeast,2/5/2007,retired,retired,own,NC,4/3/2026 16:37
AP-10784,88,267,473,Excellent,Midwest,10/27/1948,retired,self-employed,rent,NC,1/30/2025 16:07
AP-10785,636,227,827,Excellent,Southwest,12/22/1974,self-employed,employed,own,NC,6/4/2025 16:56
AP-10786,700,71,779,Excellent,Midwest,9/18/2004,employed,employed,rent,NC,4/28/2025 11:40
AP-10787,393,88,766,Excellent,West,7/28/1984,employed,employed,own,NC,4/18/2025 13:25
AP-10788,23,51,757,Subprime,Midwest,10/17/1956,self-employed,self-employed,rent,NC,11/16/2025 11:37
AP-10789,519,297,794,Fair,West,8/19/1973,self-employed,retired,other,NC,3/5/2025 4:53
AP-10790,378,27,331,Fair,West,11/14/1947,self-employed,retired,own,NC,3/17/2025 8:06
AP-10791,590,196,532,Fair,Northeast,12/8/1983,self-employed,self-employed,own,NC,4/14/2026 21:37
AP-10792,36,53,414,Fair,West,1/19/1962,retired,employed,other,NC,1/15/2026 5:38
AP-10793,248,334,404,Fair,Northeast,7/14/1957,employed,self-employed,own,NC,2/9/2026 3:01
AP-10794,720,232,590,Subprime,Southwest,11/18/1970,self-employed,retired,own,NC,8/31/2025 10:32
AP-10795,548,37,723,Excellent,Northeast,6/29/2003,self-employed,retired,rent,NC,1/24/2025 16:15
AP-10796,109,11,368,Subprime,Southeast,2/20/1988,self-employed,self-employed,own,NC,1/8/2025 8:27
AP-10797,748,132,748,Fair,West,9/12/1994,self-employed,employed,own,NC,1/2/2026 14:54
AP-10798,324,45,347,Excellent,Southeast,2/28/1957,retired,self-employed,other,NC,7/31/2026 15:36
AP-10799,748,350,670,Good,Midwest,10/19/1980,retired,retired,other,NC,4/23/2025 12:25
AP-10800,554,42,826,Fair,Midwest,1/22/1956,self-employed,retired,own,NC,5/13/2025 17:28
AP-10801,975,165,398,Excellent,West,7/1/2007,retired,retired,other,NC,5/16/2025 22:40
AP-10802,887,150,734,Fair,Midwest,11/16/1950,employed,self-employed,other,NC,6/2/2026 12:04
AP-10803,10,5,477,Fair,Midwest,6/5/1950,employed,employed,rent,NC,10/13/2025 20:57
AP-10804,17,162,608,Excellent,Southwest,9/6/1955,self-employed,employed,own,NC,7/13/2025 1:59
AP-10805,334,102,501,Excellent,Southeast,4/21/1968,retired,self-employed,own,NC,7/7/2025 11:38
AP-10806,523,17,484,Fair,Midwest,10/7/2007,retired,self-employed,own,NC,3/21/2025 6:11
AP-10807,290,287,376,Excellent,Southeast,8/23/1983,retired,employed,rent,NC,12/7/2025 1:07
AP-10808,555,290,653,Good,Southeast,9/23/1967,retired,retired,own,NC,7/26/2026 11:18
AP-10809,219,4,567,Good,Northeast,6/6/1990,retired,self-employed,own,NC,12/2/2025 20:43
AP-10810,963,317,486,Good,Northeast,9/26/1999,retired,retired,rent,NC,8/10/2025 8:33
AP-10811,104,139,739,Subprime,Northeast,12/24/1947,self-employed,retired,own,NC,4/25/2025 18:47
AP-10812,592,252,495,Good,Southwest,11/2/1986,self-employed,employed,other,NC,3/27/2026 17:04
AP-10813,61,281,333,Subprime,Southwest,9/8/1945,self-employed,retired,other,NC,7/23/2026 20:00
